locus_tag	ftype	length_bp	gene	EC_number	COG	product
ATCC700743_03328	CDS	828	novR_2	4.1.-.-		Decarboxylase NovR
ATCC700743_03329	CDS	438				hypothetical protein
ATCC700743_03330	CDS	441				hypothetical protein
ATCC700743_03331	CDS	351				hypothetical protein
ATCC700743_03332	CDS	171				hypothetical protein
ATCC700743_03333	CDS	642				hypothetical protein
ATCC700743_03334	CDS	711				hypothetical protein
ATCC700743_03335	CDS	2634				hypothetical protein
ATCC700743_03336	CDS	981	cdhR_7		COG4977	HTH-type transcriptional regulator CdhR
ATCC700743_03337	CDS	462				hypothetical protein
ATCC700743_03338	CDS	1182	btuD_8	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ATCC700743_03339	CDS	1143				hypothetical protein
ATCC700743_03340	CDS	840	ydcV_8			Inner membrane ABC transporter permease protein YdcV
ATCC700743_03341	CDS	879	potB_5		COG1176	Spermidine/putrescine transport system permease protein PotB
ATCC700743_03342	CDS	1887	htpG		COG0326	Chaperone protein HtpG
ATCC700743_03343	CDS	885				hypothetical protein
ATCC700743_03344	CDS	282				hypothetical protein
ATCC700743_03345	CDS	975	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
ATCC700743_03346	CDS	1230	smc_1			Chromosome partition protein Smc
ATCC700743_03347	CDS	834				hypothetical protein
ATCC700743_03348	CDS	1647	acsA_4	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ATCC700743_03349	CDS	1557				hypothetical protein
ATCC700743_03350	CDS	495				hypothetical protein
ATCC700743_03351	CDS	1542		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 3
ATCC700743_03352	CDS	273				hypothetical protein
ATCC700743_03353	CDS	1134	amiC_1			Aliphatic amidase expression-regulating protein
ATCC700743_03354	CDS	936				hypothetical protein
ATCC700743_03355	CDS	894	pgrR_8			HTH-type transcriptional regulator PgrR
ATCC700743_03356	CDS	741	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ATCC700743_03357	CDS	213				hypothetical protein
ATCC700743_03358	CDS	996	rclR_3		COG2207	RCS-specific HTH-type transcriptional activator RclR
ATCC700743_03359	CDS	1041				hypothetical protein
ATCC700743_03360	CDS	912	gcvA_6			Glycine cleavage system transcriptional activator
ATCC700743_03361	CDS	183				hypothetical protein
ATCC700743_03362	CDS	897				hypothetical protein
ATCC700743_03363	CDS	1095	kamA	5.4.3.2		L-lysine 2,3-aminomutase
ATCC700743_03364	CDS	528	npt	2.7.8.7		4'-phosphopantetheinyl transferase Npt
ATCC700743_03365	CDS	456	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
ATCC700743_03366	CDS	4137	dltA	6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 1
ATCC700743_03367	CDS	231				hypothetical protein
ATCC700743_03368	CDS	972				hypothetical protein
ATCC700743_03369	CDS	480				hypothetical protein
ATCC700743_03370	CDS	522				hypothetical protein
ATCC700743_03371	CDS	612				hypothetical protein
ATCC700743_03372	CDS	240				hypothetical protein
ATCC700743_03373	CDS	324				hypothetical protein
ATCC700743_03374	CDS	150				hypothetical protein
ATCC700743_03375	CDS	498				hypothetical protein
ATCC700743_03376	CDS	300				hypothetical protein
ATCC700743_03377	CDS	303				hypothetical protein
ATCC700743_03378	CDS	480				hypothetical protein
ATCC700743_03379	CDS	465	ibpA_4		COG0071	Small heat shock protein IbpA
ATCC700743_03380	CDS	1719				hypothetical protein
ATCC700743_03381	CDS	852				hypothetical protein
ATCC700743_03382	CDS	819	minC			septum site-determining protein MinC
ATCC700743_03383	CDS	816	minD		COG2894	Septum site-determining protein MinD
ATCC700743_03384	CDS	276	minE		COG0851	Cell division topological specificity factor
ATCC700743_03385	CDS	1785	hepA_2		COG1132	Heterocyst differentiation ATP-binding protein HepA
ATCC700743_03386	CDS	1026				hypothetical protein
ATCC700743_03387	CDS	1107	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ATCC700743_03388	CDS	1173	oatA_1	2.3.1.-		O-acetyltransferase OatA
ATCC700743_03389	CDS	204				hypothetical protein
ATCC700743_03390	CDS	687				hypothetical protein
ATCC700743_03391	CDS	882	rhtA		COG5006	Threonine/homoserine exporter RhtA
ATCC700743_03392	CDS	1125				hypothetical protein
ATCC700743_03393	CDS	930	pgrR_9			HTH-type transcriptional regulator PgrR
ATCC700743_03394	CDS	1011	adhT_1	1.1.1.1		Alcohol dehydrogenase
ATCC700743_03395	CDS	2313	yagR	1.17.1.4	COG1529	Putative xanthine dehydrogenase YagR molybdenum-binding subunit
ATCC700743_03396	CDS	984	yagS	1.17.1.4	COG1319	Putative xanthine dehydrogenase YagS FAD-binding subunit
ATCC700743_03397	CDS	474	yagT		COG2080	Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit
ATCC700743_03398	CDS	615				hypothetical protein
ATCC700743_03399	CDS	744	deoR_3		COG1349	Deoxyribose operon repressor
ATCC700743_03400	CDS	1572	rbsA_7	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ATCC700743_03401	CDS	927	rbsC_13		COG1172	Ribose import permease protein RbsC
ATCC700743_03402	CDS	1152				hypothetical protein
ATCC700743_03403	CDS	999				hypothetical protein
ATCC700743_03404	CDS	273				hypothetical protein
ATCC700743_03405	CDS	441				hypothetical protein
ATCC700743_03406	CDS	423				Lectin-like protein BA14k
ATCC700743_03407	CDS	426				hypothetical protein
ATCC700743_03408	CDS	435				hypothetical protein
ATCC700743_03409	CDS	384				hypothetical protein
ATCC700743_03410	CDS	585	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
ATCC700743_03411	CDS	432				hypothetical protein
ATCC700743_03412	CDS	402				hypothetical protein
ATCC700743_03413	CDS	1161				hypothetical protein
ATCC700743_03414	CDS	759	btuD_9	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ATCC700743_03415	CDS	1005	adhT_2	1.1.1.1		Alcohol dehydrogenase
ATCC700743_03416	CDS	273				hypothetical protein
ATCC700743_03417	CDS	750				hypothetical protein
ATCC700743_03418	CDS	183				hypothetical protein
ATCC700743_03419	CDS	1221				hypothetical protein
ATCC700743_03420	CDS	633				hypothetical protein
ATCC700743_03421	CDS	831		1.-.-.-	COG0656	Uncharacterized oxidoreductase MSMEG_2408/MSMEI_2347
ATCC700743_03422	CDS	309				hypothetical protein
ATCC700743_03423	CDS	687				hypothetical protein
ATCC700743_03424	CDS	1503				hypothetical protein
ATCC700743_03425	CDS	636	ubiE_6	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ATCC700743_03426	CDS	1557	mhpC	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
ATCC700743_03427	CDS	873				hypothetical protein
ATCC700743_03428	CDS	987	frcC_1		COG1172	Fructose import permease protein FrcC
ATCC700743_03429	CDS	972	lsrD_2			Autoinducer 2 import system permease protein LsrD
ATCC700743_03430	CDS	1557	rbsA_8	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ATCC700743_03431	CDS	1035				hypothetical protein
ATCC700743_03432	CDS	915				hypothetical protein
ATCC700743_03433	CDS	1428	mtlK_3	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
ATCC700743_03434	CDS	783	fabG_12	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ATCC700743_03435	CDS	894				hypothetical protein
ATCC700743_03436	CDS	1188	iolG_8	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ATCC700743_03437	CDS	471				hypothetical protein
ATCC700743_03438	CDS	531				hypothetical protein
ATCC700743_03439	CDS	1245	rsgA	3.6.1.-		Putative ribosome biogenesis GTPase RsgA
ATCC700743_03440	CDS	1248	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
ATCC700743_03441	CDS	711				hypothetical protein
ATCC700743_03442	CDS	423				hypothetical protein
ATCC700743_03443	CDS	588	yyaP_4		COG0262	Uncharacterized protein YyaP
ATCC700743_03444	CDS	882	azoB_2	1.7.-.-		NAD(P)H azoreductase
ATCC700743_03445	CDS	954	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
ATCC700743_03446	CDS	1026				hypothetical protein
ATCC700743_03447	CDS	744				hypothetical protein
ATCC700743_03448	CDS	555	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
ATCC700743_03449	CDS	219				hypothetical protein
ATCC700743_03450	CDS	1128	ada_3		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
ATCC700743_03451	CDS	222				hypothetical protein
ATCC700743_03452	CDS	693				hypothetical protein
ATCC700743_03453	CDS	180				hypothetical protein
ATCC700743_03454	CDS	204				hypothetical protein
ATCC700743_03455	CDS	531				hypothetical protein
ATCC700743_03456	CDS	1071				hypothetical protein
ATCC700743_03457	CDS	450				hypothetical protein
ATCC700743_03458	CDS	2100				hypothetical protein
ATCC700743_03459	CDS	192				hypothetical protein
ATCC700743_03460	CDS	726				hypothetical protein
ATCC700743_03461	CDS	1515	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ATCC700743_03462	CDS	816		4.1.2.41		Hydroxycinnamoyl-CoA hydratase-lyase
ATCC700743_03463	CDS	465				hypothetical protein
ATCC700743_03464	CDS	684				hypothetical protein
ATCC700743_03465	CDS	1134	dauA_3	1.4.99.6		FAD-dependent catabolic D-arginine dehydrogenase DauA
ATCC700743_03466	CDS	996		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
ATCC700743_03467	CDS	462	lrp_8		COG1522	Leucine-responsive regulatory protein
ATCC700743_03468	CDS	141				hypothetical protein
ATCC700743_03469	CDS	684	gcvA_7			Glycine cleavage system transcriptional activator
ATCC700743_03470	CDS	195				hypothetical protein
ATCC700743_03471	CDS	705	fabG_13	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ATCC700743_03472	CDS	1020	add2_2	3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
ATCC700743_03473	CDS	1671				hypothetical protein
ATCC700743_03474	CDS	183				hypothetical protein
ATCC700743_03475	CDS	615				hypothetical protein
ATCC700743_03476	CDS	1254	mauG	1.-.-.-		Methylamine utilization protein MauG
ATCC700743_03477	CDS	483	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
ATCC700743_03478	CDS	534				hypothetical protein
ATCC700743_03479	CDS	594				hypothetical protein
ATCC700743_03480	CDS	498				hypothetical protein
ATCC700743_03481	CDS	1443	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
ATCC700743_03482	CDS	723				hypothetical protein
ATCC700743_03483	CDS	594				hypothetical protein
ATCC700743_03484	CDS	1227	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
ATCC700743_03485	CDS	255				hypothetical protein
ATCC700743_03486	CDS	429				hypothetical protein
ATCC700743_03487	CDS	564				hypothetical protein
ATCC700743_03488	CDS	567	cnrH			RNA polymerase sigma factor CnrH
ATCC700743_03489	CDS	618				hypothetical protein
ATCC700743_03490	CDS	1074	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
ATCC700743_03491	CDS	1977				hypothetical protein
ATCC700743_03492	CDS	1485				hypothetical protein
ATCC700743_03493	CDS	897				hypothetical protein
ATCC700743_03494	CDS	2217				hypothetical protein
ATCC700743_03495	CDS	456				hypothetical protein
ATCC700743_03496	CDS	228				hypothetical protein
ATCC700743_03497	CDS	2148				hypothetical protein
ATCC700743_03498	CDS	165				hypothetical protein
ATCC700743_03499	CDS	231				hypothetical protein
ATCC700743_03500	CDS	903				hypothetical protein
ATCC700743_03501	CDS	1005	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
ATCC700743_03502	CDS	303				hypothetical protein
ATCC700743_03503	CDS	240				hypothetical protein
ATCC700743_03504	CDS	1233				hypothetical protein
ATCC700743_03505	CDS	234				hypothetical protein
ATCC700743_03506	CDS	246				hypothetical protein
ATCC700743_03507	tRNA	74				tRNA-Gln(ttg)
ATCC700743_03508	CDS	297				hypothetical protein
ATCC700743_03509	CDS	483				hypothetical protein
ATCC700743_03510	CDS	537	sapB		COG1285	Protein SapB
ATCC700743_03511	CDS	903		3.8.1.3	COG0596	Fluoroacetate dehalogenase
ATCC700743_03512	CDS	300				hypothetical protein
ATCC700743_03513	CDS	246				hypothetical protein
ATCC700743_03514	CDS	237				hypothetical protein
ATCC700743_03515	CDS	456				hypothetical protein
ATCC700743_03516	CDS	180				hypothetical protein
ATCC700743_03517	CDS	960				hypothetical protein
ATCC700743_03518	CDS	393				hypothetical protein
ATCC700743_03519	CDS	426				hypothetical protein
ATCC700743_03520	CDS	756				hypothetical protein
ATCC700743_03521	CDS	306				hypothetical protein
ATCC700743_03522	CDS	270				hypothetical protein
ATCC700743_03523	CDS	390				hypothetical protein
ATCC700743_03524	CDS	426				hypothetical protein
ATCC700743_03525	CDS	555				hypothetical protein
ATCC700743_03526	CDS	936				IS110 family transposase ISCc2
ATCC700743_03527	CDS	105				hypothetical protein
ATCC700743_03528	CDS	207				hypothetical protein
ATCC700743_03529	CDS	114				hypothetical protein
ATCC700743_03530	CDS	435	yvbK	2.3.1.-		Uncharacterized N-acetyltransferase YvbK
ATCC700743_03531	CDS	708				hypothetical protein
ATCC700743_03532	CDS	1548				hypothetical protein
ATCC700743_03533	CDS	519	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
ATCC700743_03534	CDS	309				hypothetical protein
ATCC700743_03535	CDS	609	ykoF			Putative HMP/thiamine-binding protein YkoF
ATCC700743_03536	CDS	819	ribX_2			Riboflavin transport system permease protein RibX
ATCC700743_03537	CDS	768	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
ATCC700743_03538	CDS	1017	thiY		COG0715	Formylaminopyrimidine-binding protein
ATCC700743_03539	CDS	3558	ycf3_2			Photosystem I assembly protein Ycf3
ATCC700743_03540	CDS	696				hypothetical protein
ATCC700743_03541	CDS	630				hypothetical protein
ATCC700743_03542	CDS	165				hypothetical protein
ATCC700743_03543	CDS	486				hypothetical protein
ATCC700743_03544	CDS	1071				hypothetical protein
ATCC700743_03545	CDS	288				hypothetical protein
ATCC700743_03546	CDS	258				hypothetical protein
ATCC700743_03547	CDS	726	yurK_1		COG2188	Uncharacterized HTH-type transcriptional regulator YurK
ATCC700743_03548	CDS	1029	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
ATCC700743_03549	CDS	978	rbsK_2	2.7.1.15	COG0524	Ribokinase
ATCC700743_03550	CDS	1062	potD_3		COG0687	Spermidine/putrescine-binding periplasmic protein
ATCC700743_03551	CDS	870	potB_6		COG1176	Spermidine/putrescine transport system permease protein PotB
ATCC700743_03552	CDS	789	ydcV_9			Inner membrane ABC transporter permease protein YdcV
ATCC700743_03553	CDS	1065	potA_9	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
ATCC700743_03554	CDS	1251				hypothetical protein
ATCC700743_03555	CDS	444				hypothetical protein
ATCC700743_03556	CDS	1089	iolG_9	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
ATCC700743_03557	CDS	915	nfo	3.1.21.2		endonuclease 4
ATCC700743_03558	CDS	1092				hypothetical protein
ATCC700743_03559	CDS	312	ndoA_2			Naphthalene 1,2-dioxygenase system, ferredoxin component
ATCC700743_03560	CDS	804	panB_1	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
ATCC700743_03561	CDS	1509	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
ATCC700743_03562	CDS	1002	arcB_1	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
ATCC700743_03563	CDS	1434	hsrA_1			Probable transport protein HsrA
ATCC700743_03564	CDS	987	rbsC_14		COG1172	Ribose import permease protein RbsC
ATCC700743_03565	CDS	1026				hypothetical protein
ATCC700743_03566	CDS	2124				hypothetical protein
ATCC700743_03567	CDS	1056				hypothetical protein
ATCC700743_03568	CDS	1497	rbsA_9	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ATCC700743_03569	CDS	408				hypothetical protein
ATCC700743_03570	CDS	849	cpdA_5	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
ATCC700743_03571	CDS	1152	ugpC_13	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ATCC700743_03572	CDS	924	ugpA_4		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
ATCC700743_03573	CDS	831				hypothetical protein
ATCC700743_03574	CDS	1266	ugpB_2		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
ATCC700743_03575	CDS	888				hypothetical protein
ATCC700743_03576	CDS	1305				hypothetical protein
ATCC700743_03577	CDS	882				hypothetical protein
ATCC700743_03578	CDS	1005	ndhM	1.17.1.5		Nicotinate dehydrogenase medium molybdopterin subunit
ATCC700743_03579	CDS	1368	ndhL	1.17.1.5		Nicotinate dehydrogenase large molybdopterin subunit
ATCC700743_03580	CDS	483	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
ATCC700743_03581	CDS	795	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
ATCC700743_03582	CDS	444				hypothetical protein
ATCC700743_03583	CDS	828	rhaS_7			HTH-type transcriptional activator RhaS
ATCC700743_03584	CDS	999	alsC_1		COG1172	D-allose transport system permease protein AlsC
ATCC700743_03585	CDS	774	frcA_6	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
ATCC700743_03586	CDS	990	rbsB_6		COG1879	Ribose import binding protein RbsB
ATCC700743_03587	CDS	783				hypothetical protein
ATCC700743_03588	CDS	939	garR_1	1.1.1.60		2-hydroxy-3-oxopropionate reductase
ATCC700743_03589	CDS	897	fcl_1	1.1.1.271		GDP-L-fucose synthase
ATCC700743_03590	CDS	777				hypothetical protein
ATCC700743_03591	CDS	291				hypothetical protein
ATCC700743_03592	CDS	1230				hypothetical protein
ATCC700743_03593	CDS	1029	gntR_2			HTH-type transcriptional regulator GntR
ATCC700743_03594	CDS	1128				hypothetical protein
ATCC700743_03595	CDS	1548	rbsA_10	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ATCC700743_03596	CDS	981	rbsC_15		COG1172	Ribose import permease protein RbsC
ATCC700743_03597	CDS	987	rbsC_16		COG1172	Ribose import permease protein RbsC
ATCC700743_03598	CDS	504		2.7.1.12	COG3265	Gluconokinase
ATCC700743_03599	CDS	450	nsrR_1			HTH-type transcriptional repressor NsrR
ATCC700743_03600	CDS	987	cysP		COG4150	Thiosulfate-binding protein
ATCC700743_03601	CDS	282				hypothetical protein
ATCC700743_03602	CDS	486				hypothetical protein
ATCC700743_03603	CDS	1041	cysA	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
ATCC700743_03604	CDS	885	cysW		COG4208	Sulfate transport system permease protein CysW
ATCC700743_03605	CDS	852	cysT			Sulfate transport system permease protein CysT
ATCC700743_03606	CDS	1029	sbp		COG1613	Sulfate-binding protein
ATCC700743_03607	CDS	723	vanX	3.4.13.22		D-alanyl-D-alanine dipeptidase
ATCC700743_03608	CDS	2091	pbpC		COG4953	Penicillin-binding protein 1C
ATCC700743_03609	CDS	5499	yfhM		COG2373	Uncharacterized lipoprotein YfhM
ATCC700743_03610	CDS	1929	bamA_1			Outer membrane protein assembly factor BamA
ATCC700743_03611	CDS	6054				hypothetical protein
ATCC700743_03612	CDS	1653	dppE_2		COG4166	Dipeptide-binding protein DppE
ATCC700743_03613	CDS	1035	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
ATCC700743_03614	CDS	1158	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
ATCC700743_03615	CDS	2319	btuD_10	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ATCC700743_03616	CDS	552				hypothetical protein
ATCC700743_03617	CDS	1548	mtgB_2	2.1.1.-	COG5598	Glycine betaine methyltransferase
ATCC700743_03618	CDS	2427	abo_5	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
ATCC700743_03619	CDS	393				hypothetical protein
ATCC700743_03620	CDS	489				hypothetical protein
ATCC700743_03621	CDS	777			COG3324	Putative glyoxylase CFP32
ATCC700743_03622	CDS	735				hypothetical protein
ATCC700743_03623	CDS	1356	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
ATCC700743_03624	CDS	843	ubiE_7	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ATCC700743_03625	CDS	1314	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
ATCC700743_03626	CDS	525	iscR			HTH-type transcriptional regulator IscR
ATCC700743_03627	CDS	459				hypothetical protein
ATCC700743_03628	CDS	378				hypothetical protein
